reviews.text,reviews.rating,sentiment,review_length,Cleaned_Review
"An Amazon.com official commented on this review(What's this) The Amazon team saysOctober 11, 2013Thank you for taking the time to share your feedback. We're excited to see your encouraging comments regarding display and sound, and appreciate the thoughtful analysis you did of this device compared to the previous generation Kindle Fire and Kindle Fire HD. As you correctly point out, the new Kindle Fire HD is the successor to last year's entry level Kindle Fire, which does not include features such as camera, microphone, or HDMI port. You are also correct to point out that this device does not support Mayday, although there are still multiple ways to get help for free directly from your device. We hope you enjoy the new features and services. Thanks, The Kindle Team",4.0,1.0,774,an amazoncom official commented on this reviewwhats this the amazon team saysoctober thank you for taking the time to share your feedback were excited to see your encouraging comments regarding display and sound and appreciate the thoughtful analysis you did of this device compared to the previous generation kindle fire and kindle fire hd as you correctly point out the new kindle fire hd is the successor to last years entry level kindle fire which does not include features such as camera microphone or hdmi port you are also correct to point out that this device does not support mayday although there are still multiple ways to get help for free directly from your device we hope you enjoy the new features and services thanks the kindle team
"First off, I would like to say this tablet is a great deal for just 139.99. I tried finding a tablet for under 100 that would just work properly, and to let you know, it's impossible. Secondly, I want to tell you how I decided to buy this tablet.I first bought the 9 inch Dragon touch tablet for 78 but to be blunt it sucked. It was so slow that the web browser would always freeze, even if I did a simple Google search. I did not want to take a chance with it anymore and returned it after 2 days of using it then I decided to give the kindle fire HD a chance.Exterior: The exterior is well built. No loose pieces, and the plastic is very firm. My previous cheap tablet had plastic that felt it was going to snap if you held it too hard. Of course the iPad mini has a glass screen and aluminum body, but it also starts at 329. There are 2 ports: a micro usb and a headphone jack to plug in your headphones. The nice thing is that the micro usb is universal and finding a plug is cheap and easy to find. Although, amazon does include a very nice and not cheaply made cable/ wall charger along with your kindle. The previous kindle did not include them and they are worth 20. The buttons for the volume and power are a nice touch. I would not be surprised if new generation tablets will include these style buttons.Only down side is there is no port for an SD card so you can store more memory. It would be a nice feature but if you really need all that storage, go buy a computer.Display: One word, amazing. Maybe I am pushing it, but the screen is so clear. I own an iPhone 5 and my eyes prefer my kindle. I love reading on this machine and for the price, amazon did a good job with this one.Read more",5.0,1.0,1702,first off i would like to say this tablet is a great deal for just i tried finding a tablet for under that would just work properly and to let you know its impossible secondly i want to tell you how i decided to buy this tableti first bought the inch dragon touch tablet for but to be blunt it sucked it was so slow that the web browser would always freeze even if i did a simple google search i did not want to take a chance with it anymore and returned it after days of using it then i decided to give the kindle fire hd a chanceexterior the exterior is well built no loose pieces and the plastic is very firm my previous cheap tablet had plastic that felt it was going to snap if you held it too hard of course the ipad mini has a glass screen and aluminum body but it also starts at there are ports a micro usb and a headphone jack to plug in your headphones the nice thing is that the micro usb is universal and finding a plug is cheap and easy to find although amazon does include a very nice and not cheaply made cable wall charger along with your kindle the previous kindle did not include them and they are worth the buttons for the volume and power are a nice touch i would not be surprised if new generation tablets will include these style buttonsonly down side is there is no port for an sd card so you can store more memory it would be a nice feature but if you really need all that storage go buy a computerdisplay one word amazing maybe i am pushing it but the screen is so clear i own an iphone and my eyes prefer my kindle i love reading on this machine and for the price amazon did a good job with this oneread more
"An Amazon.com official commented on this review(What's this) The Amazon team saysOctober 11, 2013Thank you for taking the time to share your feedback. We're excited to see your encouraging comments regarding display and sound, and appreciate the thoughtful analysis you did of this device compared to the previous generation Kindle Fire and Kindle Fire HD. As you correctly point out, the new Kindle Fire HD is the successor to last year's entry level Kindle Fire, which does not include features such as camera, microphone, or HDMI port. You are also correct to point out that this device does not support Mayday, although there are still multiple ways to get help for free directly from your device. We hope you enjoy the new features and services. Thanks, The Kindle Team",4.0,1.0,774,an amazoncom official commented on this reviewwhats this the amazon team saysoctober thank you for taking the time to share your feedback were excited to see your encouraging comments regarding display and sound and appreciate the thoughtful analysis you did of this device compared to the previous generation kindle fire and kindle fire hd as you correctly point out the new kindle fire hd is the successor to last years entry level kindle fire which does not include features such as camera microphone or hdmi port you are also correct to point out that this device does not support mayday although there are still multiple ways to get help for free directly from your device we hope you enjoy the new features and services thanks the kindle team
"This new KFHD replaces last year's basic Kindle Fire. Although it has some cool new features, it lacks a camera, microphone, and HDMI port. For this reason, I'm glad I kept my 2012 model since it does have these 3 features! Here are my initial impressions of the 2013 Kindle Fire HD: I like the placement of the on/off volume buttons. Being on opposite sides makes it unlikely to hit the wrong one. I never cared for the carousel (this is what you see when you turn your Kindle on and it contains all the books apps you have recently accessed), and now there's an option to have favorites showing on the home screen instead, and the apps/books can be rearranged to your liking. I was very surprised that web pages can no longer be placed in the favorites bar (which is now being called home). I don't know why Amazon removed this option, and we also are unable to have the last accessed web page appear in the carousel. But you can still bookmark your favorite web pages YouTube videos for easy access. When I play songs purchased from Amazon's MP 3 store the lyrics scroll down karaoke style. Nice feature, but it doesn't work on every song. This device has a cool new feature called Quick Switch, which allows us, when reading or using an app, to bring up recently accessed items with a swipe instead of having to exit the book or app you were using and go back to the home screen to open up another one.In terms of sound, I find it to be tinny and not as rich as it is on the original KFHD. But you can really improve the sound of music by wearing a good set of ear buds. Ironically, music sounds muffled unless you hold the device in landscape mode with your hands covering the speakers. Holding it this way projects the sound out to you.Read more",4.0,1.0,1751,this new kfhd replaces last years basic kindle fire although it has some cool new features it lacks a camera microphone and hdmi port for this reason im glad i kept my model since it does have these features here are my initial impressions of the kindle fire hd i like the placement of the onoff volume buttons being on opposite sides makes it unlikely to hit the wrong one i never cared for the carousel this is what you see when you turn your kindle on and it contains all the books apps you have recently accessed and now theres an option to have favorites showing on the home screen instead and the appsbooks can be rearranged to your liking i was very surprised that web pages can no longer be placed in the favorites bar which is now being called home i dont know why amazon removed this option and we also are unable to have the last accessed web page appear in the carousel but you can still bookmark your favorite web pages youtube videos for easy access when i play songs purchased from amazons mp store the lyrics scroll down karaoke style nice feature but it doesnt work on every song this device has a cool new feature called quick switch which allows us when reading or using an app to bring up recently accessed items with a swipe instead of having to exit the book or app you were using and go back to the home screen to open up another onein terms of sound i find it to be tinny and not as rich as it is on the original kfhd but you can really improve the sound of music by wearing a good set of ear buds ironically music sounds muffled unless you hold the device in landscape mode with your hands covering the speakers holding it this way projects the sound out to youread more
"An Amazon.com official commented on this review(What's this) The Amazon team saysOctober 11, 2013Thank you for taking the time to share your feedback. We're excited to see your encouraging comments regarding display and sound, and appreciate the thoughtful analysis you did of this device compared to the previous generation Kindle Fire and Kindle Fire HD. As you correctly point out, the new Kindle Fire HD is the successor to last year's entry level Kindle Fire, which does not include features such as camera, microphone, or HDMI port. You are also correct to point out that this device does not support Mayday, although there are still multiple ways to get help for free directly from your device. We hope you enjoy the new features and services. Thanks, The Kindle Team",4.0,1.0,774,an amazoncom official commented on this reviewwhats this the amazon team saysoctober thank you for taking the time to share your feedback were excited to see your encouraging comments regarding display and sound and appreciate the thoughtful analysis you did of this device compared to the previous generation kindle fire and kindle fire hd as you correctly point out the new kindle fire hd is the successor to last years entry level kindle fire which does not include features such as camera microphone or hdmi port you are also correct to point out that this device does not support mayday although there are still multiple ways to get help for free directly from your device we hope you enjoy the new features and services thanks the kindle team
"This is the fifth e-ink Kindle reader that I've bought. My wife and I were early adopters of Kindle, and when we buy a new Kindle, the old one goes to the next niece or nephew in line. I loved the original Paperwhite, with its small size, touch screen, front-lighting, and virtual keyboard. The all-new Paperwhite is a definite step up, and for me, it was worth the move, but others will have to decide for themselves. If you read a lot, and you don't already have one of the newer e-ink Kindles, it's definitely worth upgrading to the Paperwhite. If you have the original Paperwhite, the upgrade is well worth considering. Although I've only had the new Paperwhite a few hours, I'm already glad I upgraded. Here's a summary of my initial impressions of the new Paperwhite.SIZE: It's the same size as the original Paperwhite - 6.7x4.6x0.36. The weight has been reduced slightly from 7.8 ounces to 7.3 ounces. The Paperwhite is very comfortable to hold in one hand, which is how I usually read. The really good news is that if you have a case for the original Paperwhite, it will also fit the new one (thank you, Amazon). If you buy a case, I highly recommend that the case include the magnetic AutoWake function. It's much easier to turn the Kindle on and off without fumbling for the small power switch.LIGHTING: The front-lighting is noticeably improved over the original Paperwhite, which had slightly visible shadows coming from the bottom edge where the LED lights were located. (It didn't bother me, but some readers were annoyed by that.) I couldn't see any shadows in the new Paperwhite, where the lighting appears brighter and more uniform. With the Paperwhite's front lighting, you'll never need a clip-on light, even in total darkness.Read more",5.0,1.0,1755,this is the fifth eink kindle reader that ive bought my wife and i were early adopters of kindle and when we buy a new kindle the old one goes to the next niece or nephew in line i loved the original paperwhite with its small size touch screen frontlighting and virtual keyboard the allnew paperwhite is a definite step up and for me it was worth the move but others will have to decide for themselves if you read a lot and you dont already have one of the newer eink kindles its definitely worth upgrading to the paperwhite if you have the original paperwhite the upgrade is well worth considering although ive only had the new paperwhite a few hours im already glad i upgraded heres a summary of my initial impressions of the new paperwhitesize its the same size as the original paperwhite xx the weight has been reduced slightly from ounces to ounces the paperwhite is very comfortable to hold in one hand which is how i usually read the really good news is that if you have a case for the original paperwhite it will also fit the new one thank you amazon if you buy a case i highly recommend that the case include the magnetic autowake function its much easier to turn the kindle on and off without fumbling for the small power switchlighting the frontlighting is noticeably improved over the original paperwhite which had slightly visible shadows coming from the bottom edge where the led lights were located it didnt bother me but some readers were annoyed by that i couldnt see any shadows in the new paperwhite where the lighting appears brighter and more uniform with the paperwhites front lighting youll never need a clipon light even in total darknessread more
"I have loved and used my Kindle Keyboard for years now but I missed not being able to read it in a room with low lighting or in the dark. I purchased a Kindle Fire and I also use an iPad 3 but for ease of reading on my eyes I prefer the Kindle Keyboard. I wanted to get a Kindle Paperwhite e-Reader but I held off until this new generation was released before I spent my money. I got this because I wanted to reduce my eyestrain from reading in the evening and I just love this new tablet. It offers the perfect balance of a lit screen with reduced eyestrain and high clarity and contrast of the text.I have added a video of the Kindle Paperwhite compared to a Kindle Keyboard and a Kindle Fire. If you have any questions please feel free to contact me and I will try to answer them.I love that the text on the screen is crisp and clear. I use the Kindle because my declining vision caused me to stop reading books. Reading was my number one hobby my entire life and I just loved it. The Kindle has brought back that reading experience and now with the crisper text and lit screen I can enjoy my reading in every type of environment. I laid my Kindle Keyboard and the New Kindle Paperwhite side by side and the comparison of the quality of text and clarity is amazingly in favor of the new Paperwhite. The new lighting system and screen clarity is where this Paperwhite design really is outstanding. With better contrast, lighting and custom designed fonts, the text just pops out of the screen like you have not seen in an e-Reader before. With 221 PPI (Pixels Per Inch) this screen provides a 768 by 1024 pixel screen that just makes the old Kindle Keyboard look old fashioned. Technology certainly does move quickly on.Read more",5.0,1.0,1731,i have loved and used my kindle keyboard for years now but i missed not being able to read it in a room with low lighting or in the dark i purchased a kindle fire and i also use an ipad but for ease of reading on my eyes i prefer the kindle keyboard i wanted to get a kindle paperwhite ereader but i held off until this new generation was released before i spent my money i got this because i wanted to reduce my eyestrain from reading in the evening and i just love this new tablet it offers the perfect balance of a lit screen with reduced eyestrain and high clarity and contrast of the texti have added a video of the kindle paperwhite compared to a kindle keyboard and a kindle fire if you have any questions please feel free to contact me and i will try to answer themi love that the text on the screen is crisp and clear i use the kindle because my declining vision caused me to stop reading books reading was my number one hobby my entire life and i just loved it the kindle has brought back that reading experience and now with the crisper text and lit screen i can enjoy my reading in every type of environment i laid my kindle keyboard and the new kindle paperwhite side by side and the comparison of the quality of text and clarity is amazingly in favor of the new paperwhite the new lighting system and screen clarity is where this paperwhite design really is outstanding with better contrast lighting and custom designed fonts the text just pops out of the screen like you have not seen in an ereader before with ppi pixels per inch this screen provides a by pixel screen that just makes the old kindle keyboard look old fashioned technology certainly does move quickly onread more
"Amazon has just updated their bargain priced Fire tablets. While these latest models are only slightly better than the preceding generation, I believe that they still represent the absolute best value tablet on the market. Its still hard for me to adjust to the fact that a tablet device can now be purchased for just fifty bucks, and its such a good all-around performer (for the most part)!I purchased both the 7 and 8 Fire models because I wanted to see how they compared, and I was curious how they performed. They are both shown in the video attached to this review. I will focus here on the 7 model, to try to help the potential buyer decide whether or not the more expensive 8 Fire tablet is worth the extra money (and if the 7 model is worth purchasing on its own merits).I've given this 7 model a 4-star rating after further consideration and largely because of the very mediocre quality sound output (see detailed comments below). It is still a terrific bargain at the price, but I do want to be clear that it is not ideal for all uses.SUMMARY- These new models represent minimal changes compared to the previous generation Fire tablets:--- Same display specs as before (Amazon says the 7 model has an improved display), same processors (1.3 GHz quad-core but a newer model that is probably slightly faster in operation), same standard and available storage (7 8 or 16 GB 8 16 or 32 GB)--- New colors--- the 8 model is 10 cheaper--- the 7 model now has dual band wi-fi (previously single band wi-fi) for better connectivity--- Kids edition now available for both models (previously only the 7 model).Read more",4.0,1.0,1619,amazon has just updated their bargain priced fire tablets while these latest models are only slightly better than the preceding generation i believe that they still represent the absolute best value tablet on the market its still hard for me to adjust to the fact that a tablet device can now be purchased for just fifty bucks and its such a good allaround performer for the most parti purchased both the and fire models because i wanted to see how they compared and i was curious how they performed they are both shown in the video attached to this review i will focus here on the model to try to help the potential buyer decide whether or not the more expensive fire tablet is worth the extra money and if the model is worth purchasing on its own meritsive given this model a star rating after further consideration and largely because of the very mediocre quality sound output see detailed comments below it is still a terrific bargain at the price but i do want to be clear that it is not ideal for all usessummary these new models represent minimal changes compared to the previous generation fire tablets same display specs as before amazon says the model has an improved display same processors ghz quadcore but a newer model that is probably slightly faster in operation same standard and available storage or gb or gb new colors the model is cheaper the model now has dual band wifi previously single band wifi for better connectivity kids edition now available for both models previously only the modelread more
"This is my first kindle since the 1st generation. That tablet went away after a couple years. Kindle Fire 7th gen is a great tablet for the money. Honestly, I don't use it for reading. I use it for browsing websites, social media, and listen to podcasts. I use my Bluetooth headphones to listen to the podcasts. The couple times I've used the speaker on the tablet, I haven't been disappointed, but I wasn't impressed. It works just fine for watching videos in bed. Had no problems hearing. Search Google for some tips and tricks to get apps from the google play store. Silk browser is terrible. I reccomend installing Opera. I reccomend this tablet for people like me, who want to just lay in bed or on the couch and doing simple tasks on the tablet. Don't need a 300 or 400 tablet to do what I'm doing.",5.0,1.0,804,this is my first kindle since the st generation that tablet went away after a couple years kindle fire th gen is a great tablet for the money honestly i dont use it for reading i use it for browsing websites social media and listen to podcasts i use my bluetooth headphones to listen to the podcasts the couple times ive used the speaker on the tablet i havent been disappointed but i wasnt impressed it works just fine for watching videos in bed had no problems hearing search google for some tips and tricks to get apps from the google play store silk browser is terrible i reccomend installing opera i reccomend this tablet for people like me who want to just lay in bed or on the couch and doing simple tasks on the tablet dont need a or tablet to do what im doing
"Much improved screen!It turns out that the 49.95 Fire 7 version released two years ago didn't have an IPS screen.Now it does.Technically, both the old one and this new one are just 171 ppi (pixels per inch) but this one seems much crisper than the first generation 49-er.My eyes don't lie. IPS makes the screen a lot crisper!There's also a stunning improvement in color quality with the new screen. Now it holds its own with the 62 color gamut original iPad Mini before, it wasn't anywhere near.Mind you it's not current Apple screen quality, or current high-end Samsung screen quality - but what is It's only 49.95, and it's good enough. Heck, at 49.95, its MORE than good enough, it's great. It blows away just about any entry level consumer laptop screen, that's for sure.I pulled out my 2015 first-gen, 49.95 Fire 7 - the one this replaces - and placed it side by side with this new one. The colors (including a horrific green tint on white backgrounds) on the old one weren't video-worthy - ok for casual videos on Facebook and YouTube, maybe, but not good enough for Netflixing and Amazon Prime.This new one, though It's movie-worthy, especially with earphones (ok, ONLY with earphones). I'd prefer 720p over the Fire 7's 600p (600p is better than 480p DVD's, but not ask good as even entry-level - 720p - HDTV quality), but overall even at 600p it's eminently watchable.By the way, for me streaming video content on Amazon Prime Instant Video has been noticeably sharper than streaming YouTube. I think Amazon Prime adapts to 600p (max for this tablet) while YouTube is is probably delivering only 480p (remember YouTube's defaults are 360p/480p/720p and up).Read more",5.0,1.0,1675,much improved screenit turns out that the fire version released two years ago didnt have an ips screennow it doestechnically both the old one and this new one are just ppi pixels per inch but this one seems much crisper than the first generation ermy eyes dont lie ips makes the screen a lot crispertheres also a stunning improvement in color quality with the new screen now it holds its own with the color gamut original ipad mini before it wasnt anywhere nearmind you its not current apple screen quality or current highend samsung screen quality but what is its only and its good enough heck at its more than good enough its great it blows away just about any entry level consumer laptop screen thats for surei pulled out my firstgen fire the one this replaces and placed it side by side with this new one the colors including a horrific green tint on white backgrounds on the old one werent videoworthy ok for casual videos on facebook and youtube maybe but not good enough for netflixing and amazon primethis new one though its movieworthy especially with earphones ok only with earphones id prefer p over the fire s p p is better than p dvds but not ask good as even entrylevel p hdtv quality but overall even at p its eminently watchableby the way for me streaming video content on amazon prime instant video has been noticeably sharper than streaming youtube i think amazon prime adapts to p max for this tablet while youtube is is probably delivering only p remember youtubes defaults are ppp and upread more
"Writing for the person it was bought for. she loves Loves LOVES it. her life has become very limited and this has really helped. The fact that she can ask Alexa for the news or weather is just wonderful. And she loves scrabble and solitaire. They are a little difficult to navigate for her but she persists, and does it. It just takes her a lot longer. The voice app in the Fire Messenger is very difficult for her to manage, the button is so tiny, and crammed up against the other things, It would be nice if someone would make HC friendly apps.*Note to Amazon Fire Designers*I would ask that you convince DRAGON to make a version of their Voice to Text app for the Fire, THEN she could enjoy things like FB. As it is all she can do is look, typing is way too difficult.",5.0,1.0,771,writing for the person it was bought for she loves loves loves it her life has become very limited and this has really helped the fact that she can ask alexa for the news or weather is just wonderful and she loves scrabble and solitaire they are a little difficult to navigate for her but she persists and does it it just takes her a lot longer the voice app in the fire messenger is very difficult for her to manage the button is so tiny and crammed up against the other things it would be nice if someone would make hc friendly appsnote to amazon fire designersi would ask that you convince dragon to make a version of their voice to text app for the fire then she could enjoy things like fb as it is all she can do is look typing is way too difficult
"My brother Robert who has been bed ridden and paralyzed with Multiple Sclerosis from his neck down for more than 30 years now has a new friend named Alexa! He was in tears with happiness when Alexa played 70's music, played Jeopardy, answered all his questions and wakes him up every morning. Thank you Amazon for giving my brother a new bedside companion.Happy HolidaysRoy",5.0,1.0,373,my brother robert who has been bed ridden and paralyzed with multiple sclerosis from his neck down for more than years now has a new friend named alexa he was in tears with happiness when alexa played s music played jeopardy answered all his questions and wakes him up every morning thank you amazon for giving my brother a new bedside companionhappy holidaysroy
"Having worked in the electronics retail industry for years now, I've seen scores of Smart devices come and go. Until now, nobody quite got it right. In the Echo Dot, Amazon has created a near perfect blend of hardware and software. I've seen plenty of the former, but truly seamless multi platform software has eluded everyone but Amazon. We're talking major players like Samsung and Google who have been at it for much longer than Amazon. The main problem is that excellent products like the Samsung Smart Things hub, which do a fantastic job of unifying a slew of different connected devices from different companies (Nest, Honeywell, Phillips, and so on), still lacked the web connectivity and entertainment support I wanted, so I'd still end up needing my tablet or phone. Thanks to fantastic third party support, the Dot has no problem controlling all of my smart stuff while allowing me to listen to music, order food, check the weather, listen to the radio, set alarms and timers, all of which is easily accomplished through simple voice commands. To me, this is the exceedingly rare product that I didn't know I needed, and now can't live without. Similar to the smartphone and tablet I use every day that didn't exist just a few short years ago.If you're even a little bit curious you owe it to yourself to give the dot a try. Add a good speaker and enjoy just how simple a connected life can be!Update: After a bit more time with the dot, or maybe I should say dots since I went out and bought another one for my living room, I've come up with a few tips.1. Use the best speakers you can with it. I found that while Bluetooth was convenient I got much better sound out of my JBL duet computer speakers.2. Take the time to voice train Alexa at least once.Read more",5.0,1.0,1773,having worked in the electronics retail industry for years now ive seen scores of smart devices come and go until now nobody quite got it right in the echo dot amazon has created a near perfect blend of hardware and software ive seen plenty of the former but truly seamless multi platform software has eluded everyone but amazon were talking major players like samsung and google who have been at it for much longer than amazon the main problem is that excellent products like the samsung smart things hub which do a fantastic job of unifying a slew of different connected devices from different companies nest honeywell phillips and so on still lacked the web connectivity and entertainment support i wanted so id still end up needing my tablet or phone thanks to fantastic third party support the dot has no problem controlling all of my smart stuff while allowing me to listen to music order food check the weather listen to the radio set alarms and timers all of which is easily accomplished through simple voice commands to me this is the exceedingly rare product that i didnt know i needed and now cant live without similar to the smartphone and tablet i use every day that didnt exist just a few short years agoif youre even a little bit curious you owe it to yourself to give the dot a try add a good speaker and enjoy just how simple a connected life can beupdate after a bit more time with the dot or maybe i should say dots since i went out and bought another one for my living room ive come up with a few tips use the best speakers you can with it i found that while bluetooth was convenient i got much better sound out of my jbl duet computer speakers take the time to voice train alexa at least onceread more
"So I don't normally write reviews but I just has to this time. Recently, I lost my cat best friend to cancer 2 days after Christmas. It was the worst day of my life. Imagine losing your friend that's been with you through every breakup, every apartment, nearly being homeless and more. When he passed I felt such an emptiness in my home.A few days ago I was searching for something to put my mind at ease and saw the advertisement for the Amazon Echo on the Amazon app. I remember watching a Mr. Robot episode where some FBI agent who suffers from insomnia was using Alexa to keep her entertained.So I started researching YouTube videos and reviews and took a chance and ordered it. It arrived today and the setup was super easy. I immediately started asking it questions and had it play music and play the news. Then I discovered some zen type apps that go with the echo and I completely fell in love with it. It's almost like having a real personal assistant who lifts up your spirits when your down. It suggested new music which I actually liked and the built in speaker isn't bad at all for the price.The Amazon echo did not replace my beautiful cat kouga but it did bring stop the empty feeling around the house for now. I added a picture of my cat instead of the echo since everyone already knows what the echo looks like.I would totally recommend buying this product. I don't see any negatives other than the fact you can't really ask it followup questions like google assistant but I'm sure they'll make it happen.Thanks for letting me rant",5.0,1.0,1548,so i dont normally write reviews but i just has to this time recently i lost my cat best friend to cancer days after christmas it was the worst day of my life imagine losing your friend thats been with you through every breakup every apartment nearly being homeless and more when he passed i felt such an emptiness in my homea few days ago i was searching for something to put my mind at ease and saw the advertisement for the amazon echo on the amazon app i remember watching a mr robot episode where some fbi agent who suffers from insomnia was using alexa to keep her entertainedso i started researching youtube videos and reviews and took a chance and ordered it it arrived today and the setup was super easy i immediately started asking it questions and had it play music and play the news then i discovered some zen type apps that go with the echo and i completely fell in love with it its almost like having a real personal assistant who lifts up your spirits when your down it suggested new music which i actually liked and the built in speaker isnt bad at all for the pricethe amazon echo did not replace my beautiful cat kouga but it did bring stop the empty feeling around the house for now i added a picture of my cat instead of the echo since everyone already knows what the echo looks likei would totally recommend buying this product i dont see any negatives other than the fact you cant really ask it followup questions like google assistant but im sure theyll make it happenthanks for letting me rant
"Whether you just want the weather, latest sports scores or help with a math problem, Alexa will help. We now have 3 in the house and will be adding two more. With a simple 3 subscription to Amazon's music service, you can stream almost any music you can think of by simply asking Alexa for it!Perfect work with my meidong QQ Chocolate bluetooth speaker, I also recommend this speaker Meidong Universal Water Resistance QQChocolate Portable V4.0 Wireless Bluetooth Speaker with 10W Dual Driver and Built-in MicrophoneAnd use this code for less 5: GHAQE5YF(I got it from somewhere else.)For the paranoid - this device is NOT for you. The echo dot is always listening and while the design is supposed to only listen when you say the name of the device (Alexa, Amazon or Echo - your choice), there are enough times that I hear one in another room say sorry, I did not understand the question to tell me it misunderstands these prompts to have been said when they weren't pretty often.+ Good product support+ Good voice recognition+ Because of the size it doesn't stand out like a sore thumb in a room- Doesn't differentiate between voices. If you keep it closer to a speaker than you are, then it will sometimes get confused and start picking up words from both the speaker and you when commands are given. Placement of dot is crucial for a good experience.- Only supports english and german for now- Not very competent at answering general questions and you need to activate skills to expand this functionality.Read more",5.0,1.0,1517,whether you just want the weather latest sports scores or help with a math problem alexa will help we now have in the house and will be adding two more with a simple subscription to amazons music service you can stream almost any music you can think of by simply asking alexa for itperfect work with my meidong qq chocolate bluetooth speaker i also recommend this speaker meidong universal water resistance qqchocolate portable v wireless bluetooth speaker with w dual driver and builtin microphoneand use this code for less ghaqeyfi got it from somewhere elsefor the paranoid this device is not for you the echo dot is always listening and while the design is supposed to only listen when you say the name of the device alexa amazon or echo your choice there are enough times that i hear one in another room say sorry i did not understand the question to tell me it misunderstands these prompts to have been said when they werent pretty often good product support good voice recognition because of the size it doesnt stand out like a sore thumb in a room doesnt differentiate between voices if you keep it closer to a speaker than you are then it will sometimes get confused and start picking up words from both the speaker and you when commands are given placement of dot is crucial for a good experience only supports english and german for now not very competent at answering general questions and you need to activate skills to expand this functionalityread more
"I am a prime member. This was my first purchase of Echo and I gave it to my mom who did not want it or think she needed it, haha I purchased Echo dot for 2 reasons, 1) I had wanted the original echo but thought the near 200 price tag was too steep so this price was perfect and 2) I wanted to get something for my mom that would open her mind to the power of technology and the need for change because ultimately I want her to have amazon fire tv because her monthly cable bill is insanely high but she has always been resistant to change. She had no wifi in her bedroom but I resolved that when I purchased TP Link AV500 Wi Fi Range Extender, Powerline Edition which did what no other wifi extender I purchased in past could do, gave my mom's room a secure wifi connection apparently using already existing phone lines. All I know is that she now has wifi in her room. So I got Echo as a way to test her wifi connection with something cool. I easily connected Echo to TP-Link and it worked. We asked Alexa a few basic questions, We laughed a little but then I had to leave. When I returned the next day, I walked in and there was music playing (oldies but goodies) and I walked into my moms room and she was singing but was emotional. I asked her if everything was ok. She was in awe. She was happy. She was emotional because Alexa helped mom find songs at a blink of an eye that mom had not heard since her childhood and she demonstrated it to me. The speed that Alexa found the song and played it was mind-boggling. Mom was also planning a dinner in August and needed to know what day of week it was. She would normally need to leave her room and go to her main calender in the kitchen and find the date. But this time she just asked Alexa who gave her the information in like 2 seconds lol.Read more",5.0,1.0,1803,i am a prime member this was my first purchase of echo and i gave it to my mom who did not want it or think she needed it haha i purchased echo dot for reasons i had wanted the original echo but thought the near price tag was too steep so this price was perfect and i wanted to get something for my mom that would open her mind to the power of technology and the need for change because ultimately i want her to have amazon fire tv because her monthly cable bill is insanely high but she has always been resistant to change she had no wifi in her bedroom but i resolved that when i purchased tp link av wi fi range extender powerline edition which did what no other wifi extender i purchased in past could do gave my moms room a secure wifi connection apparently using already existing phone lines all i know is that she now has wifi in her room so i got echo as a way to test her wifi connection with something cool i easily connected echo to tplink and it worked we asked alexa a few basic questions we laughed a little but then i had to leave when i returned the next day i walked in and there was music playing oldies but goodies and i walked into my moms room and she was singing but was emotional i asked her if everything was ok she was in awe she was happy she was emotional because alexa helped mom find songs at a blink of an eye that mom had not heard since her childhood and she demonstrated it to me the speed that alexa found the song and played it was mindboggling mom was also planning a dinner in august and needed to know what day of week it was she would normally need to leave her room and go to her main calender in the kitchen and find the date but this time she just asked alexa who gave her the information in like seconds lolread more
